datetime_beginning_utc,datetime_beginning_ept,area,solar_generation_mw
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,SOUTH,-4.740
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,WEST,-1.133
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,RTO,-7.815
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,RFC,-3.075
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,MIDATL,3.315
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,OTHER,7.631
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,SOUTH,80.601
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,WEST,44.535
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,RTO,128.451
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,RFC,47.850
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,MIDATL,60.642
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,OTHER,16.884
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,SOUTH,423.237
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,WEST,156.580
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,RTO,640.459
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,RFC,217.222
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,MIDATL,110.482
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,OTHER,31.515
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,SOUTH,684.493
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,WEST,272.152
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,RTO,1067.127
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,RFC,382.634
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,MIDATL,173.564
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,OTHER,37.016
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,SOUTH,907.431
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,WEST,330.064
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,RTO,1411.059
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,RFC,503.628
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,MIDATL,314.846
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,OTHER,63.313
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,SOUTH,1065.248
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,WEST,370.831
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,RTO,1750.925
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,RFC,685.677
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,MIDATL,449.721
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,OTHER,52.905
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,SOUTH,1218.543
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,WEST,326.570
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,RTO,1994.834
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,RFC,776.291
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,MIDATL,440.800
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,OTHER,30.098
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,SOUTH,1035.683
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,WEST,235.561
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,RTO,1712.044
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,RFC,676.361
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,MIDATL,233.839
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,OTHER,21.278
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,SOUTH,761.623
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,WEST,116.573
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,RTO,1112.035
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,RFC,350.412
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,MIDATL,72.388
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,OTHER,5.352
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,SOUTH,317.927
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,WEST,26.380
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,RTO,416.695
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,RFC,98.768
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,MIDATL,4.041
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,OTHER,0.360
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,SOUTH,29.596
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,WEST,-2.938
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,RTO,30.699
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,RFC,1.103
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,MIDATL,-1.918
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,OTHER,-0.050
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,SOUTH,-4.660
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,WEST,-1.772
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,RTO,-8.350
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,RFC,-3.690
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,MIDATL,-1.901
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,OTHER,-0.060
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,SOUTH,-5.009
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,WEST,-2.785
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,RTO,-9.695
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,RFC,-4.686
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,MIDATL,-1.908
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,OTHER,-0.050
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,SOUTH,-5.176
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,WEST,-2.782
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,RTO,-9.866
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,RFC,-4.690
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,MIDATL,-1.888
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,OTHER,-0.060
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,SOUTH,-5.063
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,WEST,-2.788
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,RTO,-9.739
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,RFC,-4.676
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,MIDATL,-1.923
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,OTHER,-0.050
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,SOUTH,-5.035
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,WEST,-1.766
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,RTO,-8.724
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,RFC,-3.689
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,MIDATL,-1.859
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,OTHER,-0.060
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,SOUTH,-4.955
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,WEST,-1.783
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,RTO,-8.597
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,RFC,-3.642
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,MIDATL,-1.929
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,OTHER,-0.050
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,SOUTH,-5.036
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,WEST,-3.766
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,RTO,-10.731
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,RFC,-5.695
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,MIDATL,-1.874
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,OTHER,-0.060
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,SOUTH,-4.986
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,WEST,-1.772
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,RTO,-8.632
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,RFC,-3.646
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,MIDATL,-2.912
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,OTHER,-0.050
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,SOUTH,-5.046
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,WEST,-2.753
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,RTO,-10.711
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,RFC,-5.665
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,MIDATL,-2.898
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,OTHER,-0.060
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,SOUTH,-5.012
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,WEST,-1.464
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,RTO,-9.374
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,RFC,-4.362
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,MIDATL,-1.853
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,OTHER,-0.050
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,SOUTH,-5.130
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,WEST,-3.214
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,RTO,-10.197
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,RFC,-5.067
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,MIDATL,-1.877
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,OTHER,-0.050
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,SOUTH,-5.101
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,WEST,-0.947
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,RTO,-7.925
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,RFC,-2.824
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,MIDATL,-1.834
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,OTHER,-0.060
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,SOUTH,-4.986
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,WEST,-1.662
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,RTO,-8.482
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,RFC,-3.496
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,MIDATL,-1.833
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,OTHER,-0.056
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,SOUTH,-4.851
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,WEST,-1.236
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,RTO,-7.920
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,RFC,-3.069
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,MIDATL,17.833
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,OTHER,6.450
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,SOUTH,286.282
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,WEST,26.375
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,RTO,330.490
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,RFC,44.208
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,MIDATL,139.521
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,OTHER,38.004
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,SOUTH,1595.010
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,WEST,166.247
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,RTO,1900.778
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,RFC,305.768
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,MIDATL,310.622
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,OTHER,76.659
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,SOUTH,2223.680
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,WEST,234.776
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,RTO,2769.078
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,RFC,545.398
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,MIDATL,362.325
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,OTHER,110.521
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,SOUTH,2151.785
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,WEST,303.631
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,RTO,2817.741
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,RFC,665.956
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,MIDATL,366.212
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,OTHER,106.801
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,SOUTH,2129.002
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,WEST,369.914
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,RTO,2865.128
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,RFC,736.126
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,MIDATL,357.625
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,OTHER,94.199
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,SOUTH,2173.200
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,WEST,340.536
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,RTO,2871.361
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,RFC,698.161
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,MIDATL,333.126
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,OTHER,82.503
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,SOUTH,2300.474
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,WEST,275.603
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,RTO,2909.203
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,RFC,608.729
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,MIDATL,235.967
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,OTHER,45.442
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,SOUTH,2218.872
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,WEST,174.376
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,RTO,2629.215
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,RFC,410.343
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,MIDATL,92.244
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,OTHER,20.013
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,SOUTH,1095.888
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,WEST,63.094
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,RTO,1251.226
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,RFC,155.338
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,MIDATL,5.950
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,OTHER,0.484
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,SOUTH,86.930
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,WEST,0.093
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,RTO,92.973
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,RFC,6.043
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,MIDATL,-1.903
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,OTHER,-0.050
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,SOUTH,-4.538
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,WEST,-2.490
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,RTO,-8.931
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,RFC,-4.393
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,MIDATL,-1.935
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,OTHER,-0.050
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,SOUTH,-4.977
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,WEST,-1.602
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,RTO,-8.514
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,RFC,-3.537
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,MIDATL,-1.933
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,OTHER,-0.050
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,SOUTH,-5.255
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,WEST,-2.728
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,RTO,-9.916
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,RFC,-4.661
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,MIDATL,-1.913
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,OTHER,-0.060
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,SOUTH,-5.017
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,WEST,-2.766
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,RTO,-9.696
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,RFC,-4.679
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,MIDATL,-1.948
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,OTHER,-0.050
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,SOUTH,-5.080
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,WEST,-2.770
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,RTO,-9.798
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,RFC,-4.718
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,MIDATL,-2.937
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,OTHER,-0.050
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,SOUTH,-4.933
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,WEST,-1.780
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,RTO,-9.650
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,RFC,-4.717
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,MIDATL,-1.955
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,OTHER,-0.060
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,SOUTH,-5.029
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,WEST,-1.750
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,RTO,-8.734
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,RFC,-3.705
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,MIDATL,-2.880
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,OTHER,-0.050
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,SOUTH,-4.898
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,WEST,-3.746
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,RTO,-11.524
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,RFC,-6.626
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,MIDATL,-1.899
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,OTHER,-0.060
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,SOUTH,-5.013
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,WEST,-1.756
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,RTO,-8.668
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,RFC,-3.655
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,MIDATL,-1.868
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,OTHER,-0.050
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,SOUTH,-5.010
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,WEST,-2.743
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,RTO,-9.621
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,RFC,-4.611
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,MIDATL,-1.921
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,OTHER,-0.050
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,SOUTH,-4.999
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,WEST,-2.727
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,RTO,-9.647
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,RFC,-4.648
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,MIDATL,-1.842
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,OTHER,-0.060
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,SOUTH,-5.096
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,WEST,-2.733
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,RTO,-9.671
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,RFC,-4.575
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,MIDATL,-1.901
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,OTHER,-0.050
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,SOUTH,-4.983
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,WEST,-1.724
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,RTO,-8.608
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,RFC,-3.625
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,MIDATL,-1.906
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,OTHER,-0.056
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,SOUTH,-4.598
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,WEST,0.923
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,RTO,-5.581
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,RFC,-0.983
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,MIDATL,9.917
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,OTHER,13.820
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,SOUTH,237.605
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,WEST,95.803
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,RTO,343.325
