datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
1/2/2024 4:00:00 AM,1/1/2024 11:00:00 PM,MIDATL,272.547
1/2/2024 4:00:00 AM,1/1/2024 11:00:00 PM,OTHER,26.163
1/2/2024 4:00:00 AM,1/1/2024 11:00:00 PM,SOUTH,162.482
1/2/2024 4:00:00 AM,1/1/2024 11:00:00 PM,WEST,2593.079
1/2/2024 4:00:00 AM,1/1/2024 11:00:00 PM,RTO,3028.108
1/2/2024 4:00:00 AM,1/1/2024 11:00:00 PM,RFC,2865.626
1/2/2024 3:00:00 AM,1/1/2024 10:00:00 PM,MIDATL,230.127
1/2/2024 3:00:00 AM,1/1/2024 10:00:00 PM,OTHER,26.806
1/2/2024 3:00:00 AM,1/1/2024 10:00:00 PM,SOUTH,159.474
1/2/2024 3:00:00 AM,1/1/2024 10:00:00 PM,WEST,2145.571
1/2/2024 3:00:00 AM,1/1/2024 10:00:00 PM,RTO,2535.172
1/2/2024 3:00:00 AM,1/1/2024 10:00:00 PM,RFC,2375.698
1/2/2024 2:00:00 AM,1/1/2024 9:00:00 PM,MIDATL,251.496
1/2/2024 2:00:00 AM,1/1/2024 9:00:00 PM,OTHER,28.355
1/2/2024 2:00:00 AM,1/1/2024 9:00:00 PM,SOUTH,122.871
1/2/2024 2:00:00 AM,1/1/2024 9:00:00 PM,WEST,1997.808
1/2/2024 2:00:00 AM,1/1/2024 9:00:00 PM,RTO,2372.175
1/2/2024 2:00:00 AM,1/1/2024 9:00:00 PM,RFC,2249.304
1/2/2024 1:00:00 AM,1/1/2024 8:00:00 PM,MIDATL,217.322
1/2/2024 1:00:00 AM,1/1/2024 8:00:00 PM,OTHER,29.686
1/2/2024 1:00:00 AM,1/1/2024 8:00:00 PM,SOUTH,186.466
1/2/2024 1:00:00 AM,1/1/2024 8:00:00 PM,WEST,1904.890
1/2/2024 1:00:00 AM,1/1/2024 8:00:00 PM,RTO,2308.678
1/2/2024 1:00:00 AM,1/1/2024 8:00:00 PM,RFC,2122.212
1/2/2024 12:00:00 AM,1/1/2024 7:00:00 PM,MIDATL,170.312
1/2/2024 12:00:00 AM,1/1/2024 7:00:00 PM,OTHER,30.321
1/2/2024 12:00:00 AM,1/1/2024 7:00:00 PM,SOUTH,164.751
1/2/2024 12:00:00 AM,1/1/2024 7:00:00 PM,WEST,1833.091
1/2/2024 12:00:00 AM,1/1/2024 7:00:00 PM,RTO,2168.154
1/2/2024 12:00:00 AM,1/1/2024 7:00:00 PM,RFC,2003.403
1/1/2024 11:00:00 PM,1/1/2024 6:00:00 PM,MIDATL,121.875
1/1/2024 11:00:00 PM,1/1/2024 6:00:00 PM,OTHER,30.710
1/1/2024 11:00:00 PM,1/1/2024 6:00:00 PM,SOUTH,87.776
1/1/2024 11:00:00 PM,1/1/2024 6:00:00 PM,WEST,1684.916
1/1/2024 11:00:00 PM,1/1/2024 6:00:00 PM,RTO,1894.567
1/1/2024 11:00:00 PM,1/1/2024 6:00:00 PM,RFC,1806.791
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,MIDATL,147.042
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,OTHER,31.080
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,SOUTH,85.479
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,WEST,1699.563
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,RTO,1932.084
1/1/2024 10:00:00 PM,1/1/2024 5:00:00 PM,RFC,1846.605
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,MIDATL,195.997
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,OTHER,30.131
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,SOUTH,97.342
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,WEST,1743.346
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,RTO,2036.685
1/1/2024 9:00:00 PM,1/1/2024 4:00:00 PM,RFC,1939.343
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,MIDATL,177.470
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,OTHER,29.167
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,SOUTH,81.579
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,WEST,1707.679
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,RTO,1966.728
1/1/2024 8:00:00 PM,1/1/2024 3:00:00 PM,RFC,1885.149
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,MIDATL,136.016
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,OTHER,29.009
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,SOUTH,72.252
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,WEST,1637.593
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,RTO,1845.861
1/1/2024 7:00:00 PM,1/1/2024 2:00:00 PM,RFC,1773.609
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,MIDATL,159.983
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,OTHER,29.148
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,SOUTH,88.367
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,WEST,1407.021
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,RTO,1655.371
1/1/2024 6:00:00 PM,1/1/2024 1:00:00 PM,RFC,1567.004
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,MIDATL,191.965
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,OTHER,29.622
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,SOUTH,75.221
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,WEST,1306.907
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,RTO,1574.093
1/1/2024 5:00:00 PM,1/1/2024 12:00:00 PM,RFC,1498.872
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,MIDATL,217.210
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,OTHER,29.836
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,SOUTH,85.846
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,WEST,1438.205
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,RTO,1741.261
1/1/2024 4:00:00 PM,1/1/2024 11:00:00 AM,RFC,1655.415
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,MIDATL,224.587
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,OTHER,29.097
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,SOUTH,85.834
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,WEST,1718.425
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,RTO,2028.846
1/1/2024 3:00:00 PM,1/1/2024 10:00:00 AM,RFC,1943.012
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,MIDATL,209.303
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,OTHER,28.836
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,SOUTH,84.066
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,WEST,1859.310
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,RTO,2152.679
1/1/2024 2:00:00 PM,1/1/2024 9:00:00 AM,RFC,2068.613
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,MIDATL,233.599
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,OTHER,28.366
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,SOUTH,97.175
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,WEST,2146.525
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,RTO,2477.299
1/1/2024 1:00:00 PM,1/1/2024 8:00:00 AM,RFC,2380.124
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,MIDATL,218.933
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,OTHER,27.443
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,SOUTH,123.860
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,WEST,2606.666
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,RTO,2949.459
1/1/2024 12:00:00 PM,1/1/2024 7:00:00 AM,RFC,2825.599
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,MIDATL,185.368
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,OTHER,27.228
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,SOUTH,101.394
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,WEST,2887.859
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,RTO,3174.621
1/1/2024 11:00:00 AM,1/1/2024 6:00:00 AM,RFC,3073.227
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,MIDATL,128.552
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,OTHER,26.110
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,SOUTH,112.057
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,WEST,3060.656
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,RTO,3301.265
1/1/2024 10:00:00 AM,1/1/2024 5:00:00 AM,RFC,3189.208
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,MIDATL,97.981
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,OTHER,25.381
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,SOUTH,108.620
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,WEST,3334.691
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,RTO,3541.292
1/1/2024 9:00:00 AM,1/1/2024 4:00:00 AM,RFC,3432.672
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,MIDATL,78.067
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,OTHER,24.904
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,SOUTH,119.367
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,WEST,3496.402
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,RTO,3693.836
1/1/2024 8:00:00 AM,1/1/2024 3:00:00 AM,RFC,3574.469
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,MIDATL,57.145
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,OTHER,25.048
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,SOUTH,83.076
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,WEST,3578.209
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,RTO,3718.430
1/1/2024 7:00:00 AM,1/1/2024 2:00:00 AM,RFC,3635.354
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,MIDATL,76.950
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,OTHER,25.595
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,SOUTH,95.724
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,WEST,3640.046
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,RTO,3812.720
1/1/2024 6:00:00 AM,1/1/2024 1:00:00 AM,RFC,3716.996
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,MIDATL,74.956
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,OTHER,25.684
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,SOUTH,117.494
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,WEST,3876.639
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,RTO,4069.089
1/1/2024 5:00:00 AM,1/1/2024 12:00:00 AM,RFC,3951.595
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,MIDATL,75.609
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,OTHER,26.714
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,SOUTH,109.142
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,WEST,4174.260
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,RTO,4359.011
1/1/2024 4:00:00 AM,12/31/2023 11:00:00 PM,RFC,4249.869
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,MIDATL,79.679
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,OTHER,27.340
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,SOUTH,103.011
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,WEST,4593.038
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,RTO,4775.728
1/1/2024 3:00:00 AM,12/31/2023 10:00:00 PM,RFC,4672.717
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,MIDATL,85.160
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,OTHER,28.044
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,SOUTH,72.406
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,WEST,4536.152
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,RTO,4693.718
1/1/2024 2:00:00 AM,12/31/2023 9:00:00 PM,RFC,4621.312
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,MIDATL,83.347
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,OTHER,28.808
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,SOUTH,49.130
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,WEST,4459.768
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,RTO,4592.245
1/1/2024 1:00:00 AM,12/31/2023 8:00:00 PM,RFC,4543.115
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,MIDATL,72.136
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,OTHER,29.414
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,SOUTH,40.765
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,WEST,4478.382
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,RTO,4591.283
1/1/2024 12:00:00 AM,12/31/2023 7:00:00 PM,RFC,4550.518
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,MIDATL,56.712
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,OTHER,30.137
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,SOUTH,23.308
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,WEST,4276.130
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,RTO,4356.150
12/31/2023 11:00:00 PM,12/31/2023 6:00:00 PM,RFC,4332.842
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,MIDATL,39.870
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,OTHER,29.882
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,SOUTH,18.291
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,WEST,4510.256
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,RTO,4568.417
12/31/2023 10:00:00 PM,12/31/2023 5:00:00 PM,RFC,4550.126
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,MIDATL,19.479
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,OTHER,27.981
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,SOUTH,14.168
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,WEST,4579.585
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,RTO,4613.232
12/31/2023 9:00:00 PM,12/31/2023 4:00:00 PM,RFC,4599.064
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,MIDATL,29.346
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,OTHER,27.028
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,SOUTH,13.113
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,WEST,4611.779
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,RTO,4654.238
12/31/2023 8:00:00 PM,12/31/2023 3:00:00 PM,RFC,4641.125
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,MIDATL,45.993
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,OTHER,26.779
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,SOUTH,17.671
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,WEST,4227.813
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,RTO,4291.477
12/31/2023 7:00:00 PM,12/31/2023 2:00:00 PM,RFC,4273.806
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,MIDATL,70.098
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,OTHER,27.069
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,SOUTH,12.877
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,WEST,3899.053
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,RTO,3982.028
12/31/2023 6:00:00 PM,12/31/2023 1:00:00 PM,RFC,3969.151
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,MIDATL,96.886
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,OTHER,27.393
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,SOUTH,0.593
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,WEST,3587.307
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,RTO,3684.786
12/31/2023 5:00:00 PM,12/31/2023 12:00:00 PM,RFC,3684.193
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,MIDATL,115.646
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,OTHER,27.405
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,SOUTH,2.916
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,WEST,3337.759
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,RTO,3456.321
12/31/2023 4:00:00 PM,12/31/2023 11:00:00 AM,RFC,3453.405
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,MIDATL,119.043
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,OTHER,27.439
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,SOUTH,15.635
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,WEST,3206.316
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,RTO,3340.994
12/31/2023 3:00:00 PM,12/31/2023 10:00:00 AM,RFC,3325.359
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,MIDATL,138.037
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,OTHER,28.361
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,SOUTH,34.001
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,WEST,3424.290
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,RTO,3596.328
12/31/2023 2:00:00 PM,12/31/2023 9:00:00 AM,RFC,3562.327
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,MIDATL,173.382
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,OTHER,28.786
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,SOUTH,82.483
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,WEST,3740.110
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,RTO,3995.975
12/31/2023 1:00:00 PM,12/31/2023 8:00:00 AM,RFC,3913.492
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,MIDATL,230.139
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,OTHER,27.376
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,SOUTH,116.242
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,WEST,3635.112
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,RTO,3981.493
12/31/2023 12:00:00 PM,12/31/2023 7:00:00 AM,RFC,3865.251
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,MIDATL,295.287
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,OTHER,26.017
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,SOUTH,163.719
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,WEST,3587.226
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,RTO,4046.232
12/31/2023 11:00:00 AM,12/31/2023 6:00:00 AM,RFC,3882.513
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,MIDATL,338.951
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,OTHER,25.068
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,SOUTH,133.697
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,WEST,3510.821
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,RTO,3983.469
12/31/2023 10:00:00 AM,12/31/2023 5:00:00 AM,RFC,3849.772
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,MIDATL,301.820
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,OTHER,24.551
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,SOUTH,114.245
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,WEST,3707.335
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,RTO,4123.400
12/31/2023 9:00:00 AM,12/31/2023 4:00:00 AM,RFC,4009.155
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,MIDATL,340.878
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,OTHER,23.944
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,SOUTH,134.337
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,WEST,3551.134
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,RTO,4026.349
12/31/2023 8:00:00 AM,12/31/2023 3:00:00 AM,RFC,3892.012
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,MIDATL,403.579
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,OTHER,23.802
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,SOUTH,120.372
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,WEST,2988.970
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,RTO,3512.921
12/31/2023 7:00:00 AM,12/31/2023 2:00:00 AM,RFC,3392.549
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,MIDATL,474.661
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,OTHER,24.096
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,SOUTH,114.155
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,WEST,3028.387
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,RTO,3617.203
12/31/2023 6:00:00 AM,12/31/2023 1:00:00 AM,RFC,3503.048
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,MIDATL,582.195
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,OTHER,24.822
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,SOUTH,157.009
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,WEST,3400.658
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,RTO,4139.862
12/31/2023 5:00:00 AM,12/31/2023 12:00:00 AM,RFC,3982.853
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,MIDATL,585.065
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,OTHER,25.783
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,SOUTH,157.635
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,WEST,3435.047
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,RTO,4177.747
12/31/2023 4:00:00 AM,12/30/2023 11:00:00 PM,RFC,4020.112
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,MIDATL,595.922
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,OTHER,27.111
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,SOUTH,185.568
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,WEST,3596.095
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,RTO,4377.585
12/31/2023 3:00:00 AM,12/30/2023 10:00:00 PM,RFC,4192.017
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,MIDATL,669.030
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,OTHER,28.503
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,SOUTH,187.491
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,WEST,3730.204
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,RTO,4586.725
12/31/2023 2:00:00 AM,12/30/2023 9:00:00 PM,RFC,4399.234
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,MIDATL,636.787
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,OTHER,29.595
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,SOUTH,173.917
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,WEST,4172.520
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,RTO,4983.224
12/31/2023 1:00:00 AM,12/30/2023 8:00:00 PM,RFC,4809.307
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,MIDATL,574.995
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,OTHER,29.907
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,SOUTH,170.300
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,WEST,4201.038
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,RTO,4946.333
12/31/2023 12:00:00 AM,12/30/2023 7:00:00 PM,RFC,4776.033
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,MIDATL,536.197
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,OTHER,29.756
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,SOUTH,144.093
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,WEST,3671.121
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,RTO,4351.411
12/30/2023 11:00:00 PM,12/30/2023 6:00:00 PM,RFC,4207.318
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,MIDATL,516.335
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,OTHER,29.381
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,SOUTH,151.950
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,WEST,3266.524
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,RTO,3934.809
12/30/2023 10:00:00 PM,12/30/2023 5:00:00 PM,RFC,3782.859
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,MIDATL,497.304
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,OTHER,27.577
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,SOUTH,167.028
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,WEST,3064.640
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,RTO,3728.972
12/30/2023 9:00:00 PM,12/30/2023 4:00:00 PM,RFC,3561.944
12/30/2023 8:00:00 PM,12/30/2023 3:00:00 PM,MIDATL,513.093
